fund_id,open,high,low,close,average,weighted_average,base_volume,traded_volume,interval_starts_at,interval_ends_at
BTCEUR,34225.56,34225.56,34124.76,34169.03,34171.85766,34158.24588,4286.85982,0.1255,2022-02-02T05:00:00.000Z,2022-02-02T06:00:00.000Z
BTCEUR,34169.03,34256.99,34000.0,34000.0,34130.67875,34031.26057,15950.45176,0.4687,2022-02-02T06:00:00.000Z,2022-02-02T07:00:00.000Z
BTCEUR,34000.0,34100.0,33994.17,33994.17,34060.97776,34000.71472,66284.39333,1.9495,2022-02-02T07:00:00.000Z,2022-02-02T08:00:00.000Z
BTCEUR,33994.17,34150.98,33994.17,34125.0,34105.16584,34073.79837,6855.64821,0.2012,2022-02-02T08:00:00.000Z,2022-02-02T09:00:00.000Z
BTCEUR,34125.0,34283.23,34101.45,34283.23,34181.57442,34145.2138,27913.71227,0.8175,2022-02-02T09:00:00.000Z,2022-02-02T10:00:00.000Z
BTCEUR,34283.23,34284.32,34179.0,34278.25,34241.10397,34239.77388,22485.25948,0.6567,2022-02-02T10:00:00.000Z,2022-02-02T11:00:00.000Z
BTCEUR,34278.25,34278.25,34154.0,34208.63,34198.70678,34192.40727,11621.9992,0.3399,2022-02-02T11:00:00.000Z,2022-02-02T12:00:00.000Z
BTCEUR,34208.63,34371.48,34207.45,34328.44,34299.08066,34298.49266,13376.4121,0.39,2022-02-02T12:00:00.000Z,2022-02-02T13:00:00.000Z
BTCEUR,34375.0,34377.6,34052.17,34069.51,34185.1753,34298.96146,26777.19917,0.7807,2022-02-02T13:00:00.000Z,2022-02-02T14:00:00.000Z
BTCEUR,34066.77,34128.28,33429.0,33451.51,33713.27523,33769.3799,77156.27911,2.2848,2022-02-02T14:00:00.000Z,2022-02-02T15:00:00.000Z
BTCEUR,33485.4,33550.0,33012.0,33112.44,33386.86397,33222.21314,111025.31402,3.3419,2022-02-02T15:00:00.000Z,2022-02-02T16:00:00.000Z
BTCEUR,33112.44,33139.71,32934.58,33102.51,33018.71077,32999.24176,76469.14289,2.3173,2022-02-02T16:00:00.000Z,2022-02-02T17:00:00.000Z
BTCEUR,33100.74,33255.36,33057.64,33152.93,33161.52912,33143.21491,25119.24251,0.7579,2022-02-02T17:00:00.000Z,2022-02-02T18:00:00.000Z
BTCEUR,33152.93,33237.08,33129.36,33130.41,33196.46546,33145.97744,16795.06673,0.5067,2022-02-02T18:00:00.000Z,2022-02-02T19:00:00.000Z
BTCEUR,33130.41,33357.58,33130.41,33345.8,33284.18924,33272.4601,30820.27976,0.9263,2022-02-02T19:00:00.000Z,2022-02-02T20:00:00.000Z
BTCEUR,33335.43,33389.19,33216.6,33346.6,33298.77342,33327.32785,2559.53877,0.0768,2022-02-02T20:00:00.000Z,2022-02-02T21:00:00.000Z
BTCEUR,33346.6,33346.6,32489.68,32671.77,32832.54437,32819.64206,40358.31373,1.2297,2022-02-02T21:00:00.000Z,2022-02-02T22:00:00.000Z
BTCEUR,32750.0,32955.18,32699.08,32847.68,32805.21442,32792.1146,3010.31608,0.0918,2022-02-02T22:00:00.000Z,2022-02-02T23:00:00.000Z
BTCEUR,32847.68,32878.46,32657.32,32734.62,32743.8035,32734.36662,1554.88239,0.0475,2022-02-02T23:00:00.000Z,2022-02-03T00:00:00.000Z
BTCEUR,32723.03,32800.0,32651.68,32729.0,32716.11636,32689.57466,4357.52029,0.1333,2022-02-03T00:00:00.000Z,2022-02-03T01:00:00.000Z
BTCEUR,32729.0,32775.22,32679.0,32679.0,32719.40666,32765.48511,281.78317,0.0086,2022-02-03T01:00:00.000Z,2022-02-03T02:00:00.000Z
BTCEUR,32679.0,32719.65,32604.0,32719.65,32667.4986,32684.61597,934.78,0.0286,2022-02-03T02:00:00.000Z,2022-02-03T03:00:00.000Z
BTCEUR,32719.65,32789.14,32669.35,32669.35,32731.895,32713.58179,781.85459,0.0239,2022-02-03T03:00:00.000Z,2022-02-03T04:00:00.000Z
BTCEUR,32669.35,32669.35,32669.35,32669.35,32669.35,32669.35,0.0,0.0,2022-02-03T04:00:00.000Z,2022-02-03T05:00:00.000Z
BTCEUR,32669.35,32669.35,32669.35,32669.35,32669.35,32669.35,0.0,0.0,2022-02-03T05:00:00.000Z,2022-02-03T06:00:00.000Z
BTCEUR,32669.35,32835.49,32669.35,32788.93,32758.431,32774.23838,3611.72103,0.1102,2022-02-03T06:00:00.000Z,2022-02-03T07:00:00.000Z
BTCEUR,32786.83,32937.12,32786.83,32937.12,32848.05233,32866.31051,2349.94118,0.0715,2022-02-03T07:00:00.000Z,2022-02-03T08:00:00.000Z
BTCEUR,32937.12,32937.12,32844.88,32847.86,32873.25083,32872.99653,578.56473,0.0176,2022-02-03T08:00:00.000Z,2022-02-03T09:00:00.000Z
BTCEUR,32847.86,32907.25,32510.02,32510.02,32772.18112,32753.84893,2774.25094,0.0847,2022-02-03T09:00:00.000Z,2022-02-03T10:00:00.000Z
BTCEUR,32504.0,32504.0,32292.22,32449.99,32408.20697,32384.71294,447751.04109,13.826,2022-02-03T10:00:00.000Z,2022-02-03T11:00:00.000Z
BTCEUR,32449.99,32786.69,32400.0,32670.86,32528.78892,32539.77405,11154.6345,0.3428,2022-02-03T11:00:00.000Z,2022-02-03T12:00:00.000Z
BTCEUR,32670.86,32746.73,32325.47,32612.34,32504.99788,32481.0665,14765.89276,0.4546,2022-02-03T12:00:00.000Z,2022-02-03T13:00:00.000Z
BTCEUR,32612.34,32799.0,32325.47,32378.99,32584.49581,32579.56023,13820.24932,0.4242,2022-02-03T13:00:00.000Z,2022-02-03T14:00:00.000Z
BTCEUR,32378.99,32429.0,32245.84,32302.18,32343.19538,32354.62533,24748.05284,0.7649,2022-02-03T14:00:00.000Z,2022-02-03T15:00:00.000Z
BTCEUR,32267.71,32665.61,32216.73,32563.49,32481.01745,32520.78053,226416.17816,6.9622,2022-02-03T15:00:00.000Z,2022-02-03T16:00:00.000Z
BTCEUR,32563.49,32715.5,32288.56,32288.56,32558.37797,32512.53931,34967.23595,1.0755,2022-02-03T16:00:00.000Z,2022-02-03T17:00:00.000Z
BTCEUR,32288.56,32510.56,32288.56,32433.56,32403.33503,32404.84237,14011.85377,0.4324,2022-02-03T17:00:00.000Z,2022-02-03T18:00:00.000Z
BTCEUR,32433.56,32499.99,32429.0,32478.2,32462.60022,32467.45765,7133.10042,0.2197,2022-02-03T18:00:00.000Z,2022-02-03T19:00:00.000Z
BTCEUR,32478.2,32478.2,32088.19,32088.2,32273.41037,32329.18486,57203.25965,1.7694,2022-02-03T19:00:00.000Z,2022-02-03T20:00:00.000Z
BTCEUR,32088.2,32247.03,31930.67,32038.67,32059.56272,32003.36214,14567.93039,0.4552,2022-02-03T20:00:00.000Z,2022-02-03T21:00:00.000Z
BTCEUR,32025.0,32554.93,32005.19,32554.93,32386.4263,32416.07776,31949.28621,0.9856,2022-02-03T21:00:00.000Z,2022-02-03T22:00:00.000Z
BTCEUR,32554.93,32554.93,32399.99,32400.0,32458.78826,32501.42683,7351.8227,0.2262,2022-02-03T22:00:00.000Z,2022-02-03T23:00:00.000Z
BTCEUR,32400.0,32750.0,32400.0,32750.0,32512.71609,32625.99016,25683.17942,0.7872,2022-02-03T23:00:00.000Z,2022-02-04T00:00:00.000Z
BTCEUR,32744.21,32744.21,32629.0,32639.5,32668.04583,32660.802,2354.84381,0.0721,2022-02-04T00:00:00.000Z,2022-02-04T01:00:00.000Z
BTCEUR,32639.5,32639.5,32524.22,32603.9,32565.59516,32558.6515,1380.48678,0.0424,2022-02-04T01:00:00.000Z,2022-02-04T02:00:00.000Z
BTCEUR,32603.9,32800.0,32603.9,32750.37,32714.46805,32712.6397,906.14007,0.0277,2022-02-04T02:00:00.000Z,2022-02-04T03:00:00.000Z
BTCEUR,32750.37,32791.99,32692.55,32724.08,32736.56937,32733.56709,2252.06937,0.0688,2022-02-04T03:00:00.000Z,2022-02-04T04:00:00.000Z
BTCEUR,32724.08,32761.69,32663.44,32705.86,32696.86159,32706.69441,1383.4931,0.0423,2022-02-04T04:00:00.000Z,2022-02-04T05:00:00.000Z
BTCEUR,32693.77,32978.59,32678.32,32963.37,32863.50777,32808.30641,7883.83597,0.2403,2022-02-04T05:00:00.000Z,2022-02-04T06:00:00.000Z
BTCEUR,32963.37,33317.69,32963.37,33317.69,33239.16443,33172.22496,2050.04343,0.0618,2022-02-04T06:00:00.000Z,2022-02-04T07:00:00.000Z
BTCEUR,33317.69,33475.0,33131.55,33131.55,33261.09867,33361.54425,6809.09113,0.2041,2022-02-04T07:00:00.000Z,2022-02-04T08:00:00.000Z
BTCEUR,33225.0,33440.53,33225.0,33254.0,33322.50874,33316.44516,11460.85712,0.344,2022-02-04T08:00:00.000Z,2022-02-04T09:00:00.000Z
BTCEUR,33254.0,33440.53,33254.0,33440.53,33323.85303,33327.21599,6448.81627,0.1935,2022-02-04T09:00:00.000Z,2022-02-04T10:00:00.000Z
BTCEUR,33440.53,33450.0,33126.98,33229.0,33248.55977,33258.18835,7276.89156,0.2188,2022-02-04T10:00:00.000Z,2022-02-04T11:00:00.000Z
BTCEUR,33229.0,33324.3,33068.61,33112.15,33178.37547,33176.15949,112460.5454,3.3898,2022-02-04T11:00:00.000Z,2022-02-04T12:00:00.000Z
BTCEUR,33112.15,33280.5,33112.15,33277.23,33223.65616,33244.44591,1628.97782,0.049,2022-02-04T12:00:00.000Z,2022-02-04T13:00:00.000Z
BTCEUR,33277.23,33405.88,32879.13,32879.13,33120.42111,33053.54084,15607.88188,0.4722,2022-02-04T13:00:00.000Z,2022-02-04T14:00:00.000Z
BTCEUR,32855.4,33357.94,32824.09,33357.94,33090.9419,33287.36637,48080.27193,1.4444,2022-02-04T14:00:00.000Z,2022-02-04T15:00:00.000Z
BTCEUR,33375.0,34885.07,33375.0,34544.99,34397.71412,34314.97779,729337.40094,21.2542,2022-02-04T15:00:00.000Z,2022-02-04T16:00:00.000Z
BTCEUR,34550.0,35438.54,34543.38,35254.0,35044.9607,34971.66903,134556.99368,3.8476,2022-02-04T16:00:00.000Z,2022-02-04T17:00:00.000Z
BTCEUR,35204.0,35451.28,35132.38,35426.07,35315.5642,35315.83786,29644.11424,0.8394,2022-02-04T17:00:00.000Z,2022-02-04T18:00:00.000Z
BTCEUR,35451.28,35538.09,35300.0,35400.0,35376.04274,35320.31822,153466.78261,4.345,2022-02-04T18:00:00.000Z,2022-02-04T19:00:00.000Z
BTCEUR,35400.0,35692.06,35279.02,35648.95,35432.64749,35329.62398,74358.25955,2.1047,2022-02-04T19:00:00.000Z,2022-02-04T20:00:00.000Z
BTCEUR,35648.95,35795.45,35368.36,35393.85,35624.20516,35751.11309,71201.91677,1.9916,2022-02-04T20:00:00.000Z,2022-02-04T21:00:00.000Z
BTCEUR,35393.85,35556.34,35393.85,35556.34,35487.37357,35484.10018,9942.64484,0.2802,2022-02-04T21:00:00.000Z,2022-02-04T22:00:00.000Z
BTCEUR,35556.34,35571.63,35412.38,35571.63,35506.80972,35468.10749,6795.68937,0.1916,2022-02-04T22:00:00.000Z,2022-02-04T23:00:00.000Z
BTCEUR,35571.63,36482.12,35571.63,36379.0,36004.52923,35901.00162,11438.05905,0.3186,2022-02-04T23:00:00.000Z,2022-02-05T00:00:00.000Z
BTCEUR,36379.0,36634.26,36254.0,36307.77,36444.2437,36477.1762,48762.68908,1.3368,2022-02-05T00:00:00.000Z,2022-02-05T01:00:00.000Z
BTCEUR,36307.77,36307.77,36129.0,36129.0,36239.55825,36218.74661,771.45928,0.0213,2022-02-05T01:00:00.000Z,2022-02-05T02:00:00.000Z
BTCEUR,36129.0,36200.0,36085.67,36200.0,36157.43666,36112.54102,281.67782,0.0078,2022-02-05T02:00:00.000Z,2022-02-05T03:00:00.000Z
BTCEUR,36200.0,36309.95,36200.0,36292.25,36270.62902,36280.28137,2586.78402,0.0713,2022-02-05T03:00:00.000Z,2022-02-05T04:00:00.000Z
BTCEUR,36300.0,36464.22,36254.0,36300.0,36328.20388,36345.03461,519.73398,0.0143,2022-02-05T04:00:00.000Z,2022-02-05T05:00:00.000Z
BTCEUR,36300.0,36457.37,36300.0,36373.48,36371.14291,36331.17288,24283.75591,0.6684,2022-02-05T05:00:00.000Z,2022-02-05T06:00:00.000Z
BTCEUR,36373.48,36425.0,36300.0,36374.28,36357.77554,36360.93747,79332.2933,2.1818,2022-02-05T06:00:00.000Z,2022-02-05T07:00:00.000Z
BTCEUR,36356.68,36363.93,36260.0,36260.0,36298.64805,36288.73083,5025.98919,0.1385,2022-02-05T07:00:00.000Z,2022-02-05T08:00:00.000Z
BTCEUR,36260.0,36275.0,36060.17,36225.0,36234.15334,36200.10505,62423.46114,1.7244,2022-02-05T08:00:00.000Z,2022-02-05T09:00:00.000Z
BTCEUR,36225.0,36300.0,36179.0,36300.0,36264.73874,36273.7283,28576.44315,0.7878,2022-02-05T09:00:00.000Z,2022-02-05T10:00:00.000Z
BTCEUR,36300.0,36359.99,36300.0,36359.99,36320.53738,36312.46667,29979.57247,0.8256,2022-02-05T10:00:00.000Z,2022-02-05T11:00:00.000Z
BTCEUR,36359.99,36359.99,36279.0,36279.0,36323.23287,36333.01642,8451.05959,0.2326,2022-02-05T11:00:00.000Z,2022-02-05T12:00:00.000Z
BTCEUR,36279.0,36360.83,36229.0,36285.5,36300.7457,36296.01968,3190.42011,0.0879,2022-02-05T12:00:00.000Z,2022-02-05T13:00:00.000Z
BTCEUR,36285.5,36400.0,36261.72,36365.94,36345.79613,36322.01913,13025.07604,0.3586,2022-02-05T13:00:00.000Z,2022-02-05T14:00:00.000Z
BTCEUR,36365.94,36441.29,36291.0,36304.0,36350.5589,36392.13442,45533.83857,1.2512,2022-02-05T14:00:00.000Z,2022-02-05T15:00:00.000Z
BTCEUR,36304.0,36621.75,36236.04,36500.0,36458.06482,36472.29734,110277.63822,3.0236,2022-02-05T15:00:00.000Z,2022-02-05T16:00:00.000Z
BTCEUR,36500.0,36541.35,36152.33,36152.33,36381.14735,36495.11934,49848.68346,1.3659,2022-02-05T16:00:00.000Z,2022-02-05T17:00:00.000Z
BTCEUR,36152.33,36423.77,35840.0,36423.77,36117.42202,36204.68473,22425.18162,0.6194,2022-02-05T17:00:00.000Z,2022-02-05T18:00:00.000Z
BTCEUR,36423.77,36506.05,36423.77,36476.99,36467.2225,36473.67667,11394.37657,0.3124,2022-02-05T18:00:00.000Z,2022-02-05T19:00:00.000Z
BTCEUR,36476.99,36482.98,36379.0,36421.04,36425.84714,36420.86904,1103.55232,0.0303,2022-02-05T19:00:00.000Z,2022-02-05T20:00:00.000Z
BTCEUR,36421.04,36425.0,36262.86,36425.0,36327.84349,36322.43486,2052.21756,0.0565,2022-02-05T20:00:00.000Z,2022-02-05T21:00:00.000Z
BTCEUR,36425.0,36553.95,36425.0,36503.14,36499.36037,36500.99041,3306.98969,0.0906,2022-02-05T21:00:00.000Z,2022-02-05T22:00:00.000Z
BTCEUR,36505.86,36505.86,36454.0,36454.0,36489.97166,36496.84763,200.73265,0.0055,2022-02-05T22:00:00.000Z,2022-02-05T23:00:00.000Z
BTCEUR,36437.23,36445.06,36240.12,36240.12,36368.50072,36363.8303,836.36806,0.023,2022-02-05T23:00:00.000Z,2022-02-06T00:00:00.000Z
BTCEUR,36240.12,36334.45,36240.12,36254.0,36291.8625,36323.74761,152.55974,0.0042,2022-02-06T00:00:00.000Z,2022-02-06T01:00:00.000Z
BTCEUR,36254.0,36412.21,36254.0,36391.54,36371.34083,36389.17187,232.89069,0.0064,2022-02-06T01:00:00.000Z,2022-02-06T02:00:00.000Z
BTCEUR,36391.54,36391.54,36391.54,36391.54,36391.54,36391.54,0.0,0.0,2022-02-06T02:00:00.000Z,2022-02-06T03:00:00.000Z
BTCEUR,36391.54,36414.02,36354.44,36414.02,36387.91666,36397.09039,465.88273,0.0128,2022-02-06T03:00:00.000Z,2022-02-06T04:00:00.000Z
BTCEUR,36414.02,36414.02,36221.15,36376.4,36336.27857,36334.31542,214.37245,0.0059,2022-02-06T04:00:00.000Z,2022-02-06T05:00:00.000Z
BTCEUR,36376.4,36421.58,36365.06,36385.82,36395.08866,36399.30103,385.83255,0.0106,2022-02-06T05:00:00.000Z,2022-02-06T06:00:00.000Z
BTCEUR,36385.82,36419.59,36303.49,36303.49,36363.555,36349.9997,3951.24493,0.1087,2022-02-06T06:00:00.000Z,2022-02-06T07:00:00.000Z
BTCEUR,36303.49,36458.93,36215.02,36458.93,36339.15981,36240.11761,3529.78744,0.0974,2022-02-06T07:00:00.000Z,2022-02-06T08:00:00.000Z
BTCEUR,36458.93,36458.93,36379.0,36398.74,36407.63875,36409.9714,466.04762,0.0128,2022-02-06T08:00:00.000Z,2022-02-06T09:00:00.000Z
BTCEUR,36398.74,36465.78,36398.74,36406.02,36446.10833,36461.21432,1119.35927,0.0307,2022-02-06T09:00:00.000Z,2022-02-06T10:00:00.000Z
BTCEUR,36406.02,36500.0,36406.02,36442.3,36451.73187,36445.41446,987.67072,0.0271,2022-02-06T10:00:00.000Z,2022-02-06T11:00:00.000Z
BTCEUR,36442.3,36442.3,36329.0,36329.0,36368.43166,36378.82121,4456.4056,0.1225,2022-02-06T11:00:00.000Z,2022-02-06T12:00:00.000Z
BTCEUR,36329.0,36473.05,36329.0,36454.22,36440.41566,36456.33143,1418.15128,0.0389,2022-02-06T12:00:00.000Z,2022-02-06T13:00:00.000Z
BTCEUR,36454.22,36597.25,36396.82,36539.0,36494.78805,36487.78299,16740.59479,0.4588,2022-02-06T13:00:00.000Z,2022-02-06T14:00:00.000Z
BTCEUR,36550.0,36806.89,36129.36,36129.36,36462.93966,36665.34375,67731.88944,1.8473,2022-02-06T14:00:00.000Z,2022-02-06T15:00:00.000Z
BTCEUR,36129.36,36325.0,36052.42,36325.0,36222.6727,36238.48057,1888.0248,0.0521,2022-02-06T15:00:00.000Z,2022-02-06T16:00:00.000Z
BTCEUR,36325.0,36518.84,36325.0,36516.66,36425.23735,36452.51202,7031.68953,0.1929,2022-02-06T16:00:00.000Z,2022-02-06T17:00:00.000Z
BTCEUR,36516.66,36569.81,36451.67,36521.25,36507.29454,36516.19451,15048.32372,0.4121,2022-02-06T17:00:00.000Z,2022-02-06T18:00:00.000Z
BTCEUR,36521.25,36521.25,36325.96,36351.52,36393.45761,36385.20651,6349.21852,0.1745,2022-02-06T18:00:00.000Z,2022-02-06T19:00:00.000Z
BTCEUR,36351.52,36516.88,36351.52,36516.88,36474.02125,36485.4726,6253.60999,0.1714,2022-02-06T19:00:00.000Z,2022-02-06T20:00:00.000Z
BTCEUR,36516.88,36516.88,36300.0,36441.97,36404.76691,36418.52885,18078.1577,0.4964,2022-02-06T20:00:00.000Z,2022-02-06T21:00:00.000Z
